,time_scraped,time_published,source,title,link,text
964,"11/24/2020, 17:00:01","11/24/2020, 16:18:00",PRNewswire -Environ­ment,Empire State Realty Trust Achieves GRESB 5 Star Rating in First Year of Participation,https://www.prnewswire.com:443/news-releases/empire-state-realty-trust-achieves-gresb-5-star-rating-in-first-year-of-participation-301179871.html,"NEW YORK, Nov. 24, 2020 /PRNewswire/ -- In its first year of submission to GRESB, Empire State Realty Trust (NYSE: ESRT) earned the highest possible GRESB 5 Star Rating and Green Star recognition, and score of 88, in the 2020 GRESB Real Estate Assessment, an achievement that places ESRT..."
969,"11/24/2020, 17:00:03","11/24/2020, 20:34:00",PRNewswire -Health,"+Life Launches ""F+STIGMA"" Campaign to Fight Against HIV Stigma in Anticipation of World AIDS Day",https://www.prnewswire.com:443/news-releases/life-launches-fstigma-campaign-to-fight-against-hiv-stigma-in-anticipation-of-world-aids-day-301180080.html,"LOS ANGELES, Nov. 24, 2020 /PRNewswire/ -- In anticipation of World AIDS Day 2020 on December 1st, +Life, dedicated to eliminating the stigma of living with HIV, has launched F+STIGMA, a social media campaign to fight against HIV stigma, while raising awareness about HIV/AIDS prevention,..."
974,"11/24/2020, 17:00:03","11/24/2020, 18:30:00",PRNewswire -Telecomm­unications,Global 5G Fixed Wireless Access Market Report 2020-2026,https://www.prnewswire.com:443/news-releases/global-5g-fixed-wireless-access-market-report-2020-2026-301179903.html,"DUBLIN, Nov. 24, 2020 /PRNewswire/ -- The ""5G Fixed Wireless Access Market - Global Forecast to 2026"" report has been added to ResearchAndMarkets.com's offering. The 5G Fixed Wireless Access Market Was Valued at USD 503 Million in 2020 and is Expected to Reach USD 86,669 Million by 2026,..."
975,"11/24/2020, 17:00:03","11/24/2020, 16:57:00",PRNewswire -Telecomm­unications,PCS Wireless Announces Formation of TessaB Corp. and Names Flavio Mansi its CEO,https://www.prnewswire.com:443/news-releases/pcs-wireless-announces-formation-of-tessab-corp-and-names-flavio-mansi-its-ceo-301179904.html,"FLORHAM PARK, N.J., Nov. 24, 2020 /PRNewswire/ -- PCS Wireless LLC (""PCS Wireless""), a global leader in logistics and technology for the secondary market for mobile devices, announced today that it has formed TessaB Corp. The new corporation will acquire valuable assets from IGWT Block..."
976,"11/24/2020, 17:00:04","11/24/2020, 17:06:00",PRNewswire -Sports,"Blenders Eyewear Announces BOGO Black Friday, Cyber Monday Deals",https://www.prnewswire.com:443/news-releases/blenders-eyewear-announces-bogo-black-friday-cyber-monday-deals-301179910.html,"SAN DIEGO, Nov. 24, 2020 /PRNewswire/ -- This week Blenders Eyewear kicks off the holiday shopping season with an annual Black Friday and Cyber Monday sale that features the best deals of the year. The San Diego company will offer deep discounts on their sunglasses, blue light glasses,..."
977,"11/24/2020, 17:00:04","11/24/2020, 15:44:00",PRNewswire -Sports,HUNDO Sports Exchange Launches as the Future of Fantasy Sports,https://www.prnewswire.com:443/news-releases/hundo-sports-exchange-launches-as-the-future-of-fantasy-sports-301179830.html,"DALLAS, Nov. 24, 2020 /PRNewswire/ -- The launch of the new fantasy sports platform, HUNDO Sports Exchange, has garnered immense excitement from fans across the country, including former professional athletes, and promises to disrupt the fantasy sports industry forever. HUNDO offers a..."
978,"11/24/2020, 17:00:04","11/24/2020, 14:00:00",PRNewswire -Sports,SilverSneakers Pulse Survey: 85% of U.S. Senior Respondents Plan to Take COVID-19 Vaccine,https://www.prnewswire.com:443/news-releases/silversneakers-pulse-survey-85-of-us-senior-respondents-plan-to-take-covid-19-vaccine-301179641.html,"NASHVILLE, Tenn., Nov. 24, 2020 /PRNewswire/ -- Today, Tivity Health® Inc. (Nasdaq: TVTY), a leading provider of health improvement solutions, including SilverSneakers®, the nation's leading community fitness program for older adults with 16 million eligible members nationwide, unveiled..."
979,"11/24/2020, 17:00:04","11/24/2020, 15:08:00",PRNewswire -Travel,Atlas Ocean Voyages Presents 'The Making Of At Last… Atlas',https://www.prnewswire.com:443/news-releases/atlas-ocean-voyages-presents-the-making-of-at-last-atlas-301179816.html,"FORT LAUDERDALE, Fla., Nov. 24, 2020 /PRNewswire/ -- Following the release of Atlas Ocean Voyages' new At Last… Atlas campaign, Grammy-nominated singer, songwriter and actress Ashley Támar and Atlas President Alberto Aliberti and Vice President of Sales and Trade Partnerships Brandon..."
980,"11/24/2020, 17:00:04","11/24/2020, 14:59:00",PRNewswire -Travel,WSGF - Vaycaychella Adds Boutique Caribbean Hotel To Airbnb Property Portfolio,https://www.prnewswire.com:443/news-releases/wsgf--vaycaychella-adds-boutique-caribbean-hotel-to-airbnb-property-portfolio-301179810.html,"DALLAS, Nov. 24, 2020 /PRNewswire/ -- World Series of Golf, Inc. (USOTC: WSGF) (""WSGF""), through its sharing economy technology subsidiary serving the short-term rental market, Vaycaychella, today announced adding a boutique hotel in the Caribbean to its portfolio of short-term rental..."
984,"11/24/2020, 17:00:06","11/24/2020, 21:26:50",BusinessJournal,Denver demand for outdoor-dining structures leads to innovative solutions,https://www.bizjournals.com/denver/news/2020/11/24/colorado-outdoor-dining-grants-topek-tents.html?ana=brss_1028,"Colorado leaders got far more applications than they could accommodate in the first round of grant-funding asks, and local companies are coming up with outdoor structures to sell to restaurants."
988,"11/24/2020, 17:00:06","11/24/2020, 20:33:58",BusinessJournal,"No different than a shutdown: Restaurant owners express anger, frustration over new mitigation efforts imposed day before Thanksgiving",https://www.bizjournals.com/pittsburgh/news/2020/11/24/restaurant-owners-frustrated-over-new-mitigation.html?ana=brss_1028,"On Nov. 23, Gov. Tom Wolf announced new orders that prohibit the sale of alcohol for on-site consumption at bars, restaurants and privately catered events after 5 p.m. starting on Nov. 25 and until 8 a.m. the next day."
990,"11/24/2020, 17:00:06","11/24/2020, 20:25:02",BusinessJournal,Drive-in movie theater pegged for East Austin,https://www.bizjournals.com/austin/news/2020/11/24/drive-in-theater-pegged-for-east-austin.html?ana=brss_1028,"After selling and renting equipment to display movies outdoors for 13 years, Ultimate Outdoor Entertainment is building its own drive-in theater in East Austin, behind the H-E-B on South Pleasant Valley Road. The place will open in April, but holiday movies are popping up on the site in the meantime on a temporary screen."
991,"11/24/2020, 17:00:06","11/24/2020, 20:23:19",BusinessJournal,"HumanCo, CAVU seek healthy business to take public with new blank-check company",https://www.bizjournals.com/austin/news/2020/11/24/humanco-cavu-partner-to-create-spac.html?ana=brss_1028,"A pair of firms known for investing in and building consumer goods businesses with a healthy bent are jumping on the SPAC trend. Special purpose acquisition companies, or SPACs, are blank-check companies that don't engage in any commercial activity. Instead, they raise capital to finance the acquisition of other businesses."
995,"11/24/2020, 17:00:06","11/24/2020, 20:01:31",BusinessJournal,Columbus distillery now shipping nationwide – as long as liquor laws allow it,https://www.bizjournals.com/columbus/news/2020/11/24/columbus-distillery-now-shipping-nationwide-as-la.html?ana=brss_1028,Middle West Spirits now has a near nationwide sales reach.
1001,"11/24/2020, 17:00:06","11/24/2020, 19:45:10",BusinessJournal,"Shareholder suit hits First Citizens-CIT Group deal, but don't expect any fireworks",https://www.bizjournals.com/triangle/news/2020/11/24/lawsuit-first-citizens-cit-group-shareholder.html?ana=brss_1028,"As is common in mergers and acquisitions, lawyers are moving in on First Citizens’ latest buy."
1008,"11/24/2020, 17:00:06","11/24/2020, 19:15:57",BusinessJournal,"As JCPenney vacates Plano headquarters, questions surround its next move",https://www.bizjournals.com/dallas/news/2020/11/24/jcpenney-hq.html?ana=brss_1028,The company expects to emerge from Chapter 11 later this month.
1012,"11/24/2020, 17:00:06","11/24/2020, 19:08:45",BusinessJournal,Pittsburgh manufacturing leaders talk increased reshoring of jobs in 2020,https://www.bizjournals.com/pittsburgh/news/2020/11/24/pittsburgh-manufacturing-leaders-talk-jobs.html?ana=brss_1028,“A million jobs in this country over 10 years. There is still a lot of opportunity there I think…A million a year would be a good number.”
1020,"11/24/2020, 17:00:06","11/24/2020, 18:09:00",BusinessJournal,Orange County to close eviction diversion applications,https://www.bizjournals.com/orlando/news/2020/11/24/orange-county-to-close-eviction-diversion.html?ana=brss_1028,The county has until Dec. 30 to spend all the federal funds it was allocated for the pandemic.
1024,"11/24/2020, 17:00:06","11/24/2020, 17:50:22",BusinessJournal,Briggs & Stratton to pay $33M in Toro patent-infringement case,https://www.bizjournals.com/milwaukee/news/2020/11/24/briggs-stratton-to-pay-33m-in-toro-patent.html?ana=brss_1028,Briggs & Stratton Corp. agreed to pay $33.65 million to settle a decade-long patent-infringement case filed by a Toro Co.-owned business.
1026,"11/24/2020, 17:00:06","11/24/2020, 17:30:20",BusinessJournal,Honolulu County awarded $1.8M federal grant to repair 2018 flood damage,https://www.bizjournals.com/pacific/news/2020/11/24/honolulu-receives-18m-in-flood-aid.html?ana=brss_1028,"The funding will not only restore the basin to its pre-disaster condition, but will cover additional improvements to prevent similar damage from severe weather in the future."
1029,"11/24/2020, 17:00:06","11/24/2020, 17:12:00",BusinessJournal,Downtown Orlando housing market sluggish amid residential boom,https://www.bizjournals.com/orlando/news/2020/11/24/downtown-orlando-housing-market-sluggish-amid-resi.html?ana=brss_1028,Local condo sales were down year over year each month between March and September.
1036,"11/24/2020, 17:00:06","11/24/2020, 16:04:56",BusinessJournal,Metromile to go public through 'blank check' company,https://www.bizjournals.com/sanfrancisco/news/2020/11/24/metromile-goes-public-through-spac.html?ana=brss_1028,The SPAC — Insu Acquisition Corp II — comes from the same group that took S.F.-based Shift Technologies public last month.
1037,"11/24/2020, 17:00:06","11/24/2020, 16:00:00",BusinessJournal,Maid of the Mist boats electrify tourism world,https://www.bizjournals.com/buffalo/news/2020/11/24/build-the-maid-of-the-mist-boats-electrify-touris.html?ana=brss_1028,The boats are only the latest in a series of tourism and hospitality related developments to take place in Niagara Falls in the past decade.
1043,"11/24/2020, 17:00:06","11/24/2020, 15:47:51",BusinessJournal,"How big banks are stepping up on social, environmental efforts — and why it's important now",https://www.bizjournals.com/triangle/news/2020/11/24/banks-on-environmental-social-governance-issues.html?ana=brss_1028,"More companies are buying into environmental, social and governance initiatives — with Covid-19 adding a heightened sense of urgency."
1047,"11/24/2020, 17:00:06","11/24/2020, 15:15:50",BusinessJournal,Chicago app makes Time's list of 100 best inventions of 2020,https://www.bizjournals.com/chicago/inno/stories/news/2020/11/24/upsolve-time-best-inventions-2020.html?ana=brss_1028,A Chicago app that helps people file for bankruptcy for free has landed on Time Magazine's list of the 100 best inventions of the year.
1051,"11/24/2020, 17:00:06","11/24/2020, 14:48:19",BusinessJournal,'Defense Technology Connector Facility' proposed at Kettering research park,https://www.bizjournals.com/dayton/news/2020/11/24/pdac-defense-technology-connector-facility.html?ana=brss_1028,The $2 million project is meant to support Wright-Patterson Air Force Base and attract new work/defense-related missions to the region.
1053,"11/24/2020, 17:00:06","11/24/2020, 14:30:00",BusinessJournal,Triad-built aircraft piloted to new record from Colorado to Maine,https://www.bizjournals.com/triangle/news/2020/11/24/jet-it-ceo-co-pilots-hondajet-elite-to-new-record.html?ana=brss_1028,A co-founder of a Triad-based aircraft fractional ownership company joined one of its owners to set a new flight record by flying more than half-way across the country in just under four hours.
1059,"11/24/2020, 17:00:06","11/24/2020, 14:01:48",BusinessJournal,Texas Instruments gets new SVP amid other changes in top leadership,https://www.bizjournals.com/dallas/news/2020/11/24/mark-roberts-texas-instruments.html?ana=brss_1028,"Mark Roberts takes on role of senior vice president, sales and applications."
1062,"11/24/2020, 17:00:06","11/24/2020, 13:58:07",BusinessJournal,RELOCATION STATION: Mesquite economic development director discusses opportunities,https://www.bizjournals.com/dallas/news/2020/11/24/david-witcher-mesquite.html?ana=brss_1028,About 3 million square feet of commercial space is currently under construction in Mesquite.
1064,"11/24/2020, 17:00:06","11/24/2020, 13:35:06",BusinessJournal,"2020 Best Places to Work honoree, Micro Category: Telarray",https://www.bizjournals.com/memphis/news/2020/11/24/2020-best-places-to-work-telarray.html?ana=brss_1028,"Meet Best Places to Work honoree Telarray. An Investment firm, the company's leaders are focused on creating a team that is mentally, physically, and financially sound."
1070,"11/24/2020, 17:00:06","11/24/2020, 13:03:00",BusinessJournal,Block will broker ex-FDA buildings in Lenexa after agency relocation,https://www.bizjournals.com/kansascity/news/2020/11/24/block-real-estate-food-drug-administration-lenexa.html?ana=brss_1028,The FDA is relocating within Lenexa's Pine Ridge Business Park to a $67 million renovated lab. Block Real Estate Services LLC now is representing the federal agency's prior two buildings.
1080,"11/24/2020, 17:00:06","11/24/2020, 11:09:03",BusinessJournal,Alaska Airlines cements pivot away from Airbus in lease deal for Boeing 737 Max jets,https://www.bizjournals.com/losangeles/news/2020/11/24/alaska-air-sale-10-airbus-jets-lease-13-737-maxes.html?ana=brss_1028,The agreement with LA-based Air Lease Corp. will bring Alaska another 13 Boeing 737 Max jets in addition to the 32 Maxes the carrier has on order directly with Boeing. Alaska will also sell 10 Airbus A320 aircraft it acquired in its Virgin America takeover.
1083,"11/24/2020, 17:00:06","11/24/2020, 11:00:00",BusinessJournal,"The Connor Group endeavors to help region, children",https://www.bizjournals.com/dayton/news/2020/11/24/the-connor-group-endeavors-to-help-region-children.html?ana=brss_1028,The Connor Group recently pledged $5 million to Dayton Children’s Hospital to provide mental and behavioral health care and resources to thousands of children and families through 2025.
1084,"11/24/2020, 17:00:06","11/24/2020, 11:00:00",BusinessJournal,Area bank CEOs say 'surgical' stimulus needed as Covid-19 business restrictions intensify,https://www.bizjournals.com/philadelphia/news/2020/11/24/bank-ceos-say-second-stimulus-needed.html?ana=brss_1028,Bankers believe the next stimulus round must be targeted toward businesses hurt the most by the pandemic.
1087,"11/24/2020, 17:00:06","11/24/2020, 05:09:18",BusinessJournal,"For Kirkland dealership, area was already changing when Google came knocking",https://www.bizjournals.com/seattle/news/2020/11/23/lee-johnson-alphabet-kirkland.html?ana=brss_1028,Tod Johnson said Google approached him about buying his Chevy dealership property more than a year ago. He plans to move to the business to Totem Lake.
1088,"11/24/2020, 17:00:06","11/24/2020, 03:12:12",BusinessJournal,40 Under 40 honoree: Stacey Kauffman with Entercom Communications Corp.,https://www.bizjournals.com/sacramento/news/2020/11/23/40-under-40-honoree-stacey-kauffman.html?ana=brss_1028,"Only about three years after she started at Entercom Communications as a sales manager in 2015, Stacey Kauffman was promoted to lead the Sacramento office of the broadcasting company and radio network."
1089,"11/24/2020, 17:00:06","11/24/2020, 00:37:00",BusinessJournal,40 Under 40 honoree: Shifat Hasan with California State Teachers’ Retirement System,https://www.bizjournals.com/sacramento/news/2020/11/23/40-under-40-honoree-shifat-hasan-with-calstrs.html?ana=brss_1028,"As director of investment performance and compliance at CalSTRS, Shifat Hasan provides leadership for the largest educator-only pension fund in the world, and the second-largest pension fund in the U.S."
1095,"11/24/2020, 17:00:06","11/23/2020, 23:03:45",BusinessJournal,Here are the commercial building permits issued last week in Albuquerque,https://www.bizjournals.com/albuquerque/news/2020/11/23/abq-commercial-building-permits-week-of-nov-16.html?ana=brss_1028,"A project at 8001 Daytona Road NW in Albuquerque is estimated to be about 5,400 square feet and has an estimated cost of work of about $3.75 million. The work will be done by Cissell-Mueller Construction Inc. and Trillium."
1100,"11/24/2020, 17:00:06","11/23/2020, 22:17:53",BusinessJournal,"Virtual holiday marketplace brings local Black women entrepreneurs together ""for the culture""",https://www.bizjournals.com/sanfrancisco/news/2020/11/23/for-the-culture-small-biz-black-owned-market.html?ana=brss_1028,The event is meant to cultivate sales and connections among Black women-owned businesses.
1103,"11/24/2020, 17:00:06","11/23/2020, 21:21:09",BusinessJournal,Western Union takes minority stake in Saudi company as it grows its digital strategy,https://www.bizjournals.com/denver/news/2020/11/23/western-union-invests-in-stc-pay.html?ana=brss_1028,"In the third quarter of 2020, Denver-based Western Union grew its digital revenues by 45% year-over-year. Now it's hoping to gain more traction with a company that has more than 4 million customers."
1105,"11/24/2020, 17:00:06","11/23/2020, 21:05:55",BusinessJournal,"Austin's programs to aid music venues, bars, other businesses take shape",https://www.bizjournals.com/austin/news/2020/11/23/more-details-about-citys-saves-program.html?ana=brss_1028,"Austin City Council is trying to aid music venues, bars and restaurants with the Save Austin's Vital Economic Sectors Act. Many decry the slow pace of the SAVES programs, but now the city is getting closer to actually giving out funds."
1106,"11/24/2020, 17:00:06","11/23/2020, 21:04:27",BusinessJournal,Getting its product into grocery stores helped New Mexico Piñon Coffee weather the Covid-19 pandemic,https://www.bizjournals.com/albuquerque/news/2020/11/23/new-mexico-pion-coffee-weather-covid-19.html?ana=brss_1028,"With most of Albuquerque's workforce being forced to work from home since mid-March, New Mexico Piñon Coffee saw an uptick from its wholesale side to grocery stores as well as in its online sales."
1107,"11/24/2020, 17:00:06","11/23/2020, 21:02:34",BusinessJournal,Wash U gets $5M grant to study Covid-19 testing of youth with disabilities,https://www.bizjournals.com/stlouis/news/2020/11/23/wash-u-gets-5-million-grant-to-study-covid-19-tes.html?ana=brss_1028,"Washington University has been awarded a two-year, $5 million grant from the National Institutes of Health to study youth with intellectual and developmental disabilities."
1116,"11/24/2020, 17:00:06","11/23/2020, 20:20:53",BusinessJournal,New look of Truist Tower irks some in Charlotte,https://www.bizjournals.com/triad/news/2020/11/23/new-look-of-truist-tower-irks-some-in-charlotte.html?ana=brss_1028,The bank formed by the merger of BB&T and SunTrust has placed its name on a major Charlotte skyscraper – and some in the Queen City don’t like the new look of one of the skyline’s signature buildings.
1119,"11/24/2020, 17:00:06","11/23/2020, 20:14:55",BusinessJournal,How San Antonio became a finalist for U.S. Space Command HQ,https://www.bizjournals.com/houston/news/2020/11/23/how-san-antonio-became-finalist-for-us-space-comm.html?ana=brss_1028,A key visit with high-level military leaders might have sealed one of the finalist slots to land U.S. Space Command for San Antonio.
1120,"11/24/2020, 17:00:06","11/23/2020, 20:13:03",BusinessJournal,Crane Watch: Kenworth dealership tops week's $52M in permits,https://www.bizjournals.com/jacksonville/news/2020/11/23/crane-watch-kenworth-dealership-tops-weeks-52m.html?ana=brss_1028,"Approximately $52.1 million of work was approved across 782 permits for the week starting Nov. 16. Removing single family, townhouse, duplex and condo permits leaves 54 permits totaling $26.4million."
1129,"11/24/2020, 17:00:06","11/23/2020, 19:44:58",BusinessJournal,Boston developer nets $52M loan for major overhaul of North Carolina office portfolio,https://www.bizjournals.com/boston/news/2020/11/23/longfellow-real-estate-nc-lab-space.html?ana=brss_1028,A Boston-based developer is adding to its life sciences portfolio boom after landing a $52 million loan to convert an office park in North Carolina into lab space.
1133,"11/24/2020, 17:00:06","11/23/2020, 19:30:20",BusinessJournal,3tarchitects in Troy sold to Rochester firm,https://www.bizjournals.com/albany/news/2020/11/23/3tarchitects-acquired-by-swbr.html?ana=brss_1028,The acquisition gives 3tarchitects access to in-house services such as structural engineering and landscape architecture.
1137,"11/24/2020, 17:00:06","11/23/2020, 19:22:00",BusinessJournal,These are Orlando's most popular neighborhoods in Q3 2020,https://www.bizjournals.com/orlando/news/2020/11/23/most-popular-orlando-neighborhoods-in-q3-2020.html?ana=brss_1028,Orange County's third-quarter home sales were up 42% from the prior quarter.
1138,"11/24/2020, 17:00:06","11/23/2020, 19:10:47",BusinessJournal,Urology mega-practice with national ambitions makes first deal,https://www.bizjournals.com/columbus/news/2020/11/23/us-urology-partners-makes-first-acquisition.html?ana=brss_1028,A Central Ohio holding company formed two years ago to create a nationwide urology mega-practice has made its first acquisition in upstate New York.
1145,"11/24/2020, 17:00:06","11/23/2020, 18:49:29",BusinessJournal,Main Street Ventures-backed accelerator launches new cohort,https://www.bizjournals.com/cincinnati/inno/stories/news/2020/11/23/gbeta-launches-new-cincinnati-cohort.html?ana=brss_1028,Five local startups make up the third class of an accelerator program whose alumni have gone on to raise more than $3 million.
1146,"11/24/2020, 17:00:06","11/23/2020, 18:45:50",BusinessJournal,'It's a project you would see in Brooklyn': $52M redevelopment planned for vacant Sears in Philadelphia,https://www.bizjournals.com/philadelphia/news/2020/11/23/abrams-realty-plans-redevelopment-of-sears.html?ana=brss_1028,A partnership between Abrams Realty and Development and Bock Development has paid $28.75 million for a former Sears in Northeast Philadelphia with plans to invest another $24 million to redevelop the vacant department store.
1147,"11/24/2020, 17:00:06","11/23/2020, 18:43:12",BusinessJournal,"More federal stimulus is crucial but 'the presidential election scrambled that,' PNC's chief economist says",https://www.bizjournals.com/pittsburgh/news/2020/11/23/federal-stimulus-crucial-pnc-economist-says.html?ana=brss_1028,Businesses may need more short-term funding.
1151,"11/24/2020, 17:00:06","11/23/2020, 18:17:14",BusinessJournal,Covid-19 affects people differently — but why? Morrisville firm researches,https://www.bizjournals.com/triangle/news/2020/11/23/morrisville-firm-to-explore-why-covid-hits-patient.html?ana=brss_1028,"A well known phenomenon of the Covid-19 era is that the deadly virus presents in some patients as anything but one, with wide disparities of symptoms noted between similar patients – now a Morrisville firm has the federal funding to try to find out why."
1152,"11/24/2020, 17:00:06","11/23/2020, 18:07:47",BusinessJournal,Burger joint sees expansion opportunities around Columbus,https://www.bizjournals.com/columbus/news/2020/11/23/burger-joint-sees-expansion-opportunities-around-c.html?ana=brss_1028,Drive-thru is driving sales.
1160,"11/24/2020, 17:00:06","11/23/2020, 17:25:31",BusinessJournal,Couture starts construction in January with HUD guarantee for $103.5M loan,https://www.bizjournals.com/milwaukee/news/2020/11/23/couture-gains-huds-commitment-to-guarantee-loan.html?ana=brss_1028,"Federal officials have approved a guarantee to back $103.5 million in private lending for the Couture high-rise at the downtown Milwaukee lakefront, setting up an expected start of construction in January."
1164,"11/24/2020, 17:00:06","11/23/2020, 16:56:13",BusinessJournal,"Inslee allocates $100M in grants, loans for Washington businesses",https://www.bizjournals.com/portland/news/2020/11/23/inslee-allocates-grant-loans-for-businesses.html?ana=brss_1028,"The funds are part of a $135 million relief package for businesses, renters and low-income households. It comes in addition to the $50 million package he announced on Nov. 15."
1166,"11/24/2020, 17:00:06","11/23/2020, 16:46:34",BusinessJournal,"Groundbreaking held for 19-story, 41-unit condo building in Tribeca",https://www.bizjournals.com/newyork/news/2020/11/23/groundbreaking-held-for-19-story-41-unit-condo-bu.html?ana=brss_1028,"Real estate developer HAP Investments of New York is building the 110,000-square-foot luxury residential and retail development that's expected to be completed in 2022."
1171,"11/24/2020, 17:00:06","11/23/2020, 16:18:25",BusinessJournal,"Hiring roundup: Donatos has 1,000 open positions, plus Kroger and others adding jobs",https://www.bizjournals.com/columbus/news/2020/11/23/donatos-has-1-000-open-jobs-thanks-to-pandemic-sal.html?ana=brss_1028,Businesses that have seen a boost in sales amid the Covid-19 pandemic and/or already do a brisk holiday business are still pushing for employees.
1172,"11/24/2020, 17:00:06","11/23/2020, 16:11:00",BusinessJournal,"Lincoln Property and local church plan office tower, apartment high-rise near Preston Center",https://www.bizjournals.com/dallas/news/2020/11/23/preston-center-office-tower-apartments.html?ana=brss_1028,The project could cost $125 million to build.
1175,"11/24/2020, 17:00:06","11/23/2020, 16:00:00",BusinessJournal,Paula's Donuts is only part of what's building hype in the Larkin District,https://www.bizjournals.com/buffalo/news/2020/11/23/for-all-the-development-its-paula-donuts.html?ana=brss_1028,"The Larkin district has more than $150 million in developments, most in the last decade. They've transformed an overlooked area into a trendy development district."
1176,"11/24/2020, 17:00:06","11/23/2020, 15:47:03",BusinessJournal,"SEPTA, losing $1M in revenue a day, faces uncertain financial future",https://www.bizjournals.com/philadelphia/news/2020/11/23/septa-losing-1-m-a-day-braces-financial-future.html?ana=brss_1028,"SEPTA's operating budget is facing a $350 million shortfall as a result of Covid-19, and even CARES Act funding may not be enough to keep the transit system from cutting lines, closing stations or raising fares."
1180,"11/24/2020, 17:00:06","11/23/2020, 15:33:18",BusinessJournal,Churchill Downs Racetrack adding new turf course,https://www.bizjournals.com/louisville/news/2020/11/23/churchill-downs-racetrack-adding-new-turf-course.html?ana=brss_1028,The $10 million project is expected to be completed by 2022 and will increase the number of turf races at the track.
1183,"11/24/2020, 17:00:06","11/23/2020, 15:15:54",BusinessJournal,"Enterprise Holdings pledges $120M to racial equity, hunger organizations",https://www.bizjournals.com/stlouis/news/2020/11/23/enterprise-pledges-120m-to-racial-equity-hunger.html?ana=brss_1028,"The investments include $55 million for a new initiative focused on closing social and racial equity gaps, and $65 million toward an existing program focused on fighting food insecurity."
1185,"11/24/2020, 17:00:06","11/23/2020, 15:03:30",BusinessJournal,Exclusive: Industrial project in Aurora to expand by 274 acres,https://www.bizjournals.com/denver/news/2020/11/23/highpoint-industiral-park-aurora-expansion.html?ana=brss_1028,"The latest land acquisitions will more than triple the size of the planned industrial park, which could reach 5 million square feet at full buildout."
1186,"11/24/2020, 17:00:06","11/23/2020, 14:56:34",BusinessJournal,"Despite Covid, Black-owned businesses see Black Friday as an opportunity",https://www.bizjournals.com/sacramento/news/2020/11/23/black-owned-businesses-shop-black-friday.html?ana=brss_1028,Local Black-owned businesses are hoping for sales that could propel them through the next few months.
1189,"11/24/2020, 17:00:06","11/23/2020, 13:52:39",BusinessJournal,"American Express gives four local Black female entrepreneurs $25,000 grants",https://www.bizjournals.com/bizwomen/news/latest-news/2020/11/black-female-entrepreneurs.html?ana=brss_1028,The grants are part of a $2.5 million program to fund 100 small businesses.
1195,"11/24/2020, 17:00:06","11/23/2020, 13:32:07",BusinessJournal,Ohio's business climate again ranks among top states in U.S.,https://www.bizjournals.com/cleveland/news/2020/11/23/site-selection-magazine-ranks-ohios-business.html?ana=brss_1028,Inclusion on the list further shows why so many companies are investing in projects in the Buckeye State.
1196,"11/24/2020, 17:00:06","11/23/2020, 13:30:00",BusinessJournal,Milwaukee's Socialeads closes on $1.75M to grow artificial intelligence business,https://www.bizjournals.com/milwaukee/news/2020/11/23/socialeads-closes-on-1-75m-to-grow-business.html?ana=brss_1028,"Existing investors were Northwestern Mutual, through its Cream City Venture Capital fund."
1199,"11/24/2020, 17:00:06","11/23/2020, 13:13:13",BusinessJournal,How N.C.'s largest banks are stepping up their ESG initiatives — and why it's more important than ever,https://www.bizjournals.com/triad/news/2020/11/23/banks-on-environmental-social-governance-issues.html?ana=brss_1028,"More companies are buying into environmental, social and governance initiatives — with Covid-19 adding a heightened sense of urgency."
1203,"11/24/2020, 17:00:06","11/23/2020, 12:43:44",BusinessJournal,"United Way to deliver 57,000 Thanksgiving meals/bundles in Allegheny County",https://www.bizjournals.com/pittsburgh/news/2020/11/23/united-way-thanksgiving-deliveries.html?ana=brss_1028,"The food is being funded by the Students and Families Food Relief Fund, which began from the PNC Foundation's gift and then has been supplemented by CARES Act money that Allegheny County has provided."
1205,"11/24/2020, 17:00:06","11/23/2020, 12:19:40",BusinessJournal,Aramark awards $1.6M in bonuses to top executives despite thousands of Covid-19 layoffs,https://www.bizjournals.com/pittsburgh/news/2020/11/23/aramark-layoffs-executive-bonuses-pandemic.html?ana=brss_1028,Aramark recently reported a $94 million loss in the fourth quarter.
1212,"11/24/2020, 17:00:06","11/23/2020, 11:50:00",BusinessJournal,How Charlotte's largest banks are stepping up their ESG initiatives — and why it's more important than ever,https://www.bizjournals.com/charlotte/news/2020/11/23/banks-on-environmental-social-governance-issues.html?ana=brss_1028,"More companies are buying into environmental, social and governance initiatives — with Covid-19 adding a heightened sense of urgency."
1216,"11/24/2020, 17:00:06","11/23/2020, 11:00:00",BusinessJournal,BestSelf sacrifices one Central Park program to boost approval on another,https://www.bizjournals.com/buffalo/news/2020/11/23/bestself-sacrifices-one-program-to-boost-approval.html?ana=brss_1028,The initial $24 million project included a second building to house a 22-unit complex to replace BestSelf’s existing Lighthouse program.
1218,"11/24/2020, 17:00:06","11/23/2020, 10:00:00",BusinessJournal,Dayton Interventional Radiology plans regional expansion,https://www.bizjournals.com/dayton/news/2020/11/23/business-of-the-year-dayton-interventional.html?ana=brss_1028,"A local healthcare practice is garnering some attention from a Fortunate 500 company that wants to utilize its innovative, low-cost model to expand with new locations throughout the region."
